,0,1,2
425,"Carry on my wayward son For there'll be peace when you are done Lay your weary head to rest Don't you cry no more Once I rose above the noise and confusion Just to get a glimpse beyond the illusion I was soaring ever higher, but I flew too high Though my eyes could see I still was a blind man Though my mind could think I still was a mad man I hear the voices when I'm dreamin', I can hear them say Carry on my wayward son For there'll be peace when you are done Lay your weary head to rest Don't you cry no more Masquerading as a man with a reason My charade is the event of the season And if I claim to be a wise man, it surely means that I don't know On a stormy sea of moving emotion Tossed about I'm like a ship on the ocean I set a course for winds of fortune, but I hear the voices say Carry on my wayward son For there'll be peace when you are done Lay your weary head to rest Don't you cry no more Carry on, you will always remember Carry on, nothing equals the splendor Now your life's no longer empty Surely heaven waits for you Carry on my wayward son For there'll be peace when you are done Lay your weary head to rest Don't you cry no more",,
426,"Haven't laughed this hard in a long time I better stop now before I start crying Go off to sleep in the sunshine I don't want to see the day when it's dying She's a sight to see, she's good to me I'm already somebody's baby She's a pretty thing and she knows everything But I'm already somebody's baby You don't deserve to be lonely But those drugs you got won't make you feel better Pretty soon you'll find it's the only Little part of your life you're keeping together I'm nice to you, I could make it through That you're already somebody's baby I could make you smile if you stayed a while But how long will you stay with me baby Because your candle burns too bright Well, I almost forgot it was twilight Even if I think that you are right Well, I'm tired of being down, I got no fight You're wonderful, when it's beautiful But I'm already somebody's baby And if I went with you I'd disappoint you too Well, I'm already somebody's baby Already somebody's baby",,
427,,,
428,"I like them black girls, I like them white girls I like them Asian girls, I like them mix-raced girls I like them Spanish girls, I like them Italian girls I like the French girls and I like Scandinavian girls I like them tall girls, I like them short girls I like them brown haired girls, I like them blond haired girls I like them big girls, I like them skinny girls I like them carrying a little-bitty weight girls Now baby, I've got a lot of love to give And I've been over-oversubscribed with relationships See you've got a little thing I haven't seen before But I must warn ya that I can't help but play around for sure For sure because I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls Now maybe I can learn to settle down one day But right now I'm livin' life to mess around and play See you've got a little thing I haven't seen before But I must warn ya that I can't help but play around for sure I did it before I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I like them black girls, I like them white girls I like them Asian girls, I like them mix-raced girls I like them Spanish girls, I like them Italian girls I like the French girls and I like Scandinavian girls I like them tall girls, I like them short girls I like them brown haired girls, I like them blond haired girls I like them big girls, I like them skinny girls I like them carrying a little-bitty weight girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls I get all the girls, I get all the girls",,
429,,,
430,,,
431,,,
432,,,
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,,,
441,,,
442,,,
443,,,
444,,,
445,,,
446,,,
447,,,
448,,,
449,,,
450,,,
451,,,
452,,,
453,,,
454,"Home in the valley Home in the city Home isn't pretty Ain't no home for me Home in the darkness Home on the highway Home isn't my way Home will never be Burn out the day Burn out the night I can't see no reason to put up a fight I'm living for giving the devil his due And I'm burning, I'm burning, I'm burning for you I'm burning, I'm burning, I'm burning for you Time is the essence Time is the season Time ain't no reason Got no time to slow Time everlasting Time to play b-sides Time ain't on my side Time I'll never know Burn out the day Burn out the night I'm not the one to tell you what's wrong or what's right I've seen signs of what freezing their eyes went through Well I'm burning, I'm burning, I'm burning for you I'm burning, I'm burning, I'm burning for you Burn out the day Burn out the night I can't see no reason to put up a fight I'm living for giving the devil his due And I'm burning, I'm burning, I'm burning for you I'm burning, I'm burning, I'm burning for you I'm burning, I'm burning, I'm burning for you I'm burning, I'm burning, I'm burning for you",,
455,,,
456,,,
457,,,
458,,,
459,,,
460,,,
461,,,
462,,,
463,,,
464,,,
465,,,
466,"Day by day, night after night Blinded by the neon lights Hurry here, hustlin' there No one's got the time to spare Money's tight, nothin' free Won't somebody come and rescue me I am stranded, caught in the crossfire Stranded, caught in the crossfire Tooth for tooth, eye for an eye Sell your soul just to buy buy buy Beggin' a dollar, stealin' a dime Come on can't you see that I I am stranded, caught in the crossfire I am stranded, caught in the crossfire I need some kind of kindness Some kind of sympathy oh no We're stranded, caught in the crossfire Save the strong, lose the weak Never turning the other cheek Trust nobody, don't be no fool Whatever happened to the golden rule We got stranded, caught in the crossfire We got stranded, caught in the crossfire We got stranded, caught in the crossfire Stranded, caught in the crossfire Help me",,
467,"I'm the trouble starter, punkin' instigator I'm the fear addicted, danger illustrated I'm a firestarter, twisted firestarter You're a firestarter, twisted firestarter I'm a firestarter, twisted firestarter I'm the bitch you hated, filth infatuated Yeah! I'm the pain you tasted, fell intoxicated I'm a firestarter, twisted firestarter You're the firestarter, twisted firestarter I'm the self inflicted, mind detonator Yeah! I'm the one infected, twisted animator I'm a firestarter, twisted firestarter You're the firestarter, twisted firestarter I'm a firestarter, twisted firestarter starter",,
468,,,
469,,,
470,,,
471,"It irks me when I get burned And I realize, I don't get hurt And always, it seems I've lost my way When I feel you, it's not enough And I need you to shun my touch I notice the season's ripe for change I'm weak I'm weak So with every new lesson learned I could keep you before it turns And the knowledge that things won't be the same Now I realize that you have won And there's nothing to be said or done And I notice the wind won't blow my way So run with the eyes of the devil And keep them in your dreams If you succumb to the lies of the rebel You'll cleanse yourself of me It kills me to watch this fade And I realize it's all charade And every mistake I make is the same I beseech you to let me drown Will it please you to let me down And no one can save me from the pain So run with the eyes of the devil And keep them in your dreams If you succumb to the lies of the rebel You'll cleanse yourself of me [x3] Jesus, save me! (i'm weak) [x5] Jesus, save me from me",,
472,,,
473,,,
474,"Giddy up and go We'll go so far as we please Giddy up and gold mine Different place, different time All the stars are in their prime Pastel trailer park, stars so bright to hide the dark All is quiet in the yard Giddy up and gold dust, all the cars turn to rust You've got no means for wanderlust Pastel trailer park, stars so bright to hide the dark All is quiet in the yard If you are so frequently in love If you prefer it all to me then my love You go down the longest road to nowhere You pull it apart and you're just left there Giddy up and gold mine, horse dust down time Its my life, its my time, we've been gettin' nowhere Gold mine, different place, different time Hold me down, Hold me down Hope will be found, Follow me If you are so frequently in love If you prefer it all to me then my love You go down the longest road to nowhere You pull it apart and your just left there They're waiting for it, you're waiting for it And you're waving in it, and you're craving in it If you fill my cup with all you must To speak from something If you are so frequently in love If you prefer it all to me then my love You go down the longest road to nowhere You pull it apart and your just left there You go down the longest road to nowhere You pull it apart and your just left there.",,
475,,,
476,"Take a good look at agony Forced, dead, pass down Time release I'm inspired to find the lie Blackless x on the back Of a soulful man I've got way's you understand Look left, look right, but I'm Behind you I never noticed, until I focused On everything you did, you said, You lit the fuse inside my head Thank you for reminding me Of why I'm sick inside Thank you for the venom, did You think it would paralyze? These scars I scratch, I tear Are there under my skin Where you've always been Thank you for reminding me The sin with a grin Hey, men Hangman on a twisted 2x4 Built your house, but forgot To lock the door I'm inside with two black eyes I have not one shred of sympathy I have no use for apologies I'm inspired to find the lie I never noticed, until I focused On everything you did, you said You lit the fuse inside my head Thank you for reminding me Of why I'm sick inside Thank you for the venom, did You think it would paralyze? These scars I scratch, I tear Are there under my skin Where you've always been Thank you for reminding me The sin with a grin Thank you for reminding me Of why I'm sick inside Thank you for the venom, did You think it would paralyze? These scars I scratch, I tear Are there under my skin Where you've always been Thank you for reminding me The sin with a grin Thank you for reminding me Of why I'm sick inside Thank you for the venom, did You think it would paralyze? These scars I scratch, I tear Are there under my skin Where you've always been Thank you for reminding me The sin with a grin Thank you for reminding me Of why I'm sick inside Thank you for the venom, did You think it would paralyze? These scars I scratch, I tear Are there under my skin Where you've always been Thank you for reminding me The sin with a grin",,
477,,,
478,,,
479,Wind me up Put me down Start me off and watch me go I'll be runnin' circles around you sooner than you know A little off center And I'm out of tune Just kickin' this can along the avenue But I'm alright 'Cause it's easy once you know how it's done You can't stop now It's already begun You feel it runnin' through your bones And you jerk it out And you jerk it out Shut up Hush your mouth Can't you hear you talk too loud No can't hear nothin' 'cause I got my head up in the clouds I bite off anything that I can chew I'm chasing cars up and down the avenue But that's okay 'Cause it's easy once you know how it's done You can't stop now It's already begun You feel it runnin' through your bones And you jerk it out 'Cause it's easy once you know how it's done You can't stop now It's already begun You feel it runnin' through your bones And you jerk it out And you jerk it out And you jerk it out And you jerk it out Oh baby don't you know  You really gotta jerk it out When you jerk it out Oh baby don't you know  You really gotta jerk it out When you jerk it out Oh baby don't you know you You really gotta jerk it out,,
480,"Sirens sounding out, are we going to war A film of yesterday on a broken down door Send me something real to ignore or explore And I'll show you all the things that I saw Today The words don't mean enough for us to say For us to say Today To steal the moment that we gave away We gave away Gave it away Can't remember when, but it's happened before Saw it all played out through a crack in the door Send me something good for the way that I feel And I'll show you all the things that I've seen Today The words don't mean enough for us to say For us to say today To steal the moment that we gave away We gave away Today We are the light that travels into space Into space We are the light that travels into space We are the light that travels into space We are the light that travels into space We are the light that travels into space We are the light that travels into space",,
481,,,
482,"Spent the last year Rocky Mountain Way Couldn't get much higher Out to pasture Think it's safe to say Time to open fire And we don't need the ladies Crying 'cause the storie's sad 'cause the Rocky Mountain Way Is better than the way we had Well he's tellin' us this And he's tellin' us that Changes it every day Say's it doesn't matter Bases are loaded and Casey's at bat Playin' it play by play Time to change the batter And we don't need the ladies Crying 'cause the storie's sad, uh huh Rocky Moutain Way Is better than the way we had Hey, hey, hey, hey",,
483,,,
484,,,
485,,,
486,,,
487,,,
488,,,
489,"If it keeps on rainin'  levee's goin' to break If it keeps on rainin'  levee's goin' to break When the levee breaks I'll have no place to stay. Mean old levee taught me to weep and moan Lord  mean old levee taught me to weep and moan Got what it takes to make a mountain man leave his home Oh  well  oh  well  oh  well. Don't it make you feel bad When you're tryin' to find your way home You don't know which way to go? If you're goin' down South They go no work to do, If you don't know about Chicago. Cryin' won't help you, prayin' won't do you no good, Now, cryin' won't help you, prayin' won't do you no good, When the levee breaks, mama, you got to move. All last night sat on the levee and moaned, All last night sat on the levee and moaned, Thinkin' 'bout me baby and my happy home. Going, go'n' to Chicago, Go'n' to Chicago, Sorry but I can't take you. Going down, going down now, going down going down now, going down, going down, going down, going down Going down, going down now, going down going down now, going down going down now, going down Going d-d-d-d-down Woo woo",,
490,"Kumba ya my Lord kumba ya Kumba ya my Lord kumba ya Oh Lord kumba ya Kumba ya my Lord kumba yo Kumba ya my Lord kumba yo Go tell it to the mountains that you believe It's the word of the only commander-in-chief He's got the whole world in his hands, just say yo He gotcha by ya balls, swing it low sweet Chariot I was a sinner, a bad girl, Lord pardon me I was deaf, dumb and blind, but know I can't see I'm the A–ko-Christ with my guitar Give it to me Jesus - aha aha Kumba ya my Lord kumba ya Kumba ya my Lord kumba ya Oh Lord kumba ya Kumba ya my Lord kumba yo Kumba ya my Lord kumba yo Can't you feel, whe the faints are marchin' in You don't know the fucking trouble I've seen You're the Savior, you're the real big player And I'm standing here alone in the need of a prayer Judgement is coming high I heard a sucker rumbling in the sky Kumba kumba a kumba yo Kumba kumba a kumba yo Kumba ya my Lord kumba ya Can't you see the judgement is coming Kumba ya my Lord kumba ya You all keep the rhythm of the Lord Kumba ya my Lord kumba ya Yeah of course life can be summer Kumba ya my Lord kumba ya We are the raiders of the last chord Kumba ya my Lord kumba ya Kumba ya my Lord kumba ya Oh Lord kumba ya Kumba ya my Lord kumba yo Kumba ya my Lord kumba yo",,
491,,,
492,"Met a girl called Lola and I took her back to my place Feelin' guilty, feelin' scared, hidden cameras everywhere Stop! hold on. stay in control Girl, I want, you here with me But I'm really not as cool as I'd like to be 'Cause there's a red, under my bed And there's a little yellow man in my head And there's a true, blue, inside of me That keeps stoppin' me, touchin' ya, watchin' ya, lovin' ya Paranoia, need destroyer. Paranoia, they destroy ya' Well I fell asleep, then I woke feelin' kinda' queer Lola looked at me and said ooh you look so weird She said man, there's really something wrong with you One day you're gonna' self-destruct You're up, get down, I'll come work you out You get a good thing goin' then you blow yourself out Silly boy ya' self-destroyer. Silly boy ya' self-destroyer Silly boy you got so much to live for So much to aim for, so much to try for You blow it all with, paranoia You're so insecure you, self-destroyer paranoia, they destroy ya (Here it goes again) paranoia, they destroy ya Dr. Dr. help her please I know you'll understand There's a time device inside of me I'm a self-destructin' man There's a red, under my bed And there's a little green man in my head And said you're not goin' crazy, you're just a bit sad 'Cause there's a man in ya, knawin' ya, tearin' ya, in to to Silly boy ya' self-destroyer. paranoia, they destroy ya' Self-destroyer, wreck your health Destroy friends, destroy yourself The time device of, self-destruction Lies, confusion, start eruption paranoia, they destroy ya (Here's to paranoia) paranoia, they destroy ya (Hey hey, here it goes) paranoia, they destroy ya (And it goes like this) Paranoia, they destroy ya (and it goes like this)",,
493,She said I feel stranded And I can't tell anymore If we coming or I'm going It's not how I planed it I've got the key to the door But it just won't open And I know I know I know Part of me says let it go That life happens for a reason I don't I don't I don't It goes I never went before But this time this time I'm gonna try anything that just feel better Tell me what to do You know I can't see through the haze around me And I do anything that just feel better And I can't find my way Girl I need a change And I do anything that just feel better Any little thing that just feel better She said I need you to hold me I'm a little far from the shore And I'm afraid of sinking You're the only one knows me And who doesn't ignore That my soul is weeping I know I know I know Part of me says let it go Everything must have it seasons Round and round it goes And every day's a one before But this time this time I'm gonna try anything that just feels better Tell me what to do You know I can't see through the haze around me And I do anything that just feel better And I can't find my way God I need a change And I do anything that just feel better Any little thing that just feel better Long to hold you in my arms To all things I ought to leave behind yeah It's really getting nowhere I think I need a little help this time Yeah I'm gonna try anything that just feel better Tell me what to do You know I can't see through the haze around me And I do anything that just feel better And I can't find my way Girl I need a change And I do anything that just feel better Any little thing that just feel better,,
494,,,
495,,,
496,,,
497,,,
498,"Grand canyons of space and time universal My mind is subjected to all Stab! Bawl! Punch! Crawl! Hooks to my brain are well in Stab! Bawl! Punch! Crawl! I know what I am, I'm Berlin Through cracked, blackened memories of unit dispersal I face the impregnable wall Stab! Bawl! Punch! Crawl! Hooks to my brain are well in Stab! Bawl! Punch! Crawl! I know what I am, I'm Berlin Exploding, reloading, this quest never ending Until I give out my last breath I'm stabbing and bawling, I'm punching and crawling Hooks to my brain are well in I'm stabbing and bawling, I'm punching and crawling I know what I am, I'm Berlin",,
499,,,
