,0,1
769,"I was following the, I was following the, I was following the, I was following the I was following the, I was following the, I was following the, I was following the I was following the pack, all swallowed in their coats With scarves of red tied 'round their throats To keep their little heads from falling in the snow, and I turned 'round and there you go And Michael, you would fall and turn the white snow red as strawberries in the summertime I was following the pack, all swallowed in their coats With scarves of red tied 'round their throats To keep their little heads from falling in the snow, and I turned 'round and there you go And Michael, you would fall and turn the white snow red as strawberries in the summertime I was following the pack, all swallowed in their coats With scarves of red tied 'round their throats To keep their little heads from falling in the snow, and I turned 'round and there you go And Michael, you would fall and turn the white snow red as strawberries in summertime",
770,"Carry on my wayward son For there'll be peace when you are done Lay your weary head to rest Don't you cry no more Once I rose above the noise and confusion Just to get a glimpse beyond the illusion I was soaring ever higher, but I flew too high Though my eyes could see I still was a blind man Though my mind could think I still was a mad man I hear the voices when I'm dreamin', I can hear them say Carry on my wayward son For there'll be peace when you are done Lay your weary head to rest Don't you cry no more Masquerading as a man with a reason My charade is the event of the season And if I claim to be a wise man, it surely means that I don't know On a stormy sea of moving emotion Tossed about I'm like a ship on the ocean I set a course for winds of fortune, but I hear the voices say Carry on my wayward son For there'll be peace when you are done Lay your weary head to rest Don't you cry no more Carry on, you will always remember Carry on, nothing equals the splendor Now your life's no longer empty Surely heaven waits for you Carry on my wayward son For there'll be peace when you are done Lay your weary head to rest Don't you cry no more",
771,,
772,,
773,,
774,,
775,"Oh, you can have it all and wrap it in the world You can have everything You can have love and lots of other things To make you think But when it all comes down to you, girl Yeah, no matter what you do Take a look at yourself and realize I've been good to you I've been good to you Oh, no, I didn't mean to say what I did say All about lovers and how they should lay Well, that was never for me to say and say Don't you see now how I pay? I see the sun rising And all you see is it fall, fall, fall So, come on up Wasn't it you who said life was like a plastic cup? To be used and then disposed of Yeah, but that's no way to live a life like yours Don't you see now how I try? I see the sun rising And all you see is it fall fall fall For all the times I never never turned her way And now she is there on someone else's arms For all the times I never never turned her way And now she is there on someone else's arms For all the times I never never turned her way And now she is there on someone else's arms For all the times I never never turned her way And now she is there on someone else's arms",
776,,
777,,
778,,
779,,
780,"You're the one stepping on the back of my shoes You're the one using me as a muse You're the one with the jet pack strapped to your back ready to go It's you and her and nobody else the lights are low and she's so ready  You're already on your way to the door You're at the bar the tender gives you a free drink and winks, she's perfect  You sweat bullets, spill the drink and you leave  Everyone leaves the party except a gorgeous twenty something, you turn and run You call me up You're the one stepping on the back of my shoes You're the one using me as a muse You're the one with the jet pack strapped to your back ready to go So the way you act, is it just an act or some strange courtship ritual A habitual nervous reaction Hey it's just me, set yourself free, why don't you let me know what's going on Inside your cluttered head  You're the one stepping on the back of my shoes You're the one using me as a muse You're the one with the jet pack strapped to your back ready to go What the hell are you talking about is that what you would say  If I were to wonder out loud would it make you turn away Just a curious question If it was you and me and nobody else would you want me to want to be ready to go Would you want to take the lights down low You're the one stepping on the back of my shoes You're the one using me as a muse You're the one with the jet pack strapped to your back ready to go Hey it's just me, set yourself free, why don't you let me know what's going on Hey it's just me, set yourself free",
781,,
782,,
783,,
784,"Come on ?Grab the bull by the horns? The old adage goes Nobody tells you where to go from there [Incomprehensible] in you Decisions have to be made The best half is the hardest earned Back and forth, the struggle consumes us all Trying to keep a level head In the most unsettling of times Today, I'll become the bull (Become the bull) There is so much to stake I stumble, I lose my place Crowded in while surrounded by sin Destiny takes its hold Fight it or let it go But I choose how the day will end Back and forth, the struggle consumes us all Trying to keep a level head In the most unsettling of times Today, I'll become the bull (Become the bull) Today, I'll become the bull This small heart can get lonely I lose myself inside myself No one can touch you when you're outside staring in Remove myself from this rat race Back and forth, the struggle consumes us all Trying to keep a level head In the most unsettling of times Today, I'll become the bull (Become the bull) Today, I'll become the bull Today, I'll become the bull Today, I'll become the bull Today, I'll become the bull",
785,"Take a little dive into the shallow or spy What do you see? I see the tortoise and the hare in a rat-race  And it fits like a glove under my sleeve Just wait till then Their heads are the heaviest in operation He has still not lost imagination I can hear him mouth the whole ending Just wait till then We Marys had ourselves a ball Oh, yes we did We Marys had ourselves a ball I must admit Hang us those limbs, hold no virtue Those told to hold project on my cue Whether a he or a she, put your mouth where your money is Are the birds of a feather that clever? If I knew, I'd keep locks; that's a given Just wait till then. Their heads cast shadows like skyscrapers Small enough to feed off the lesses  To put it all into perspective with definition Oh, take a gander  The bigger they are, the harder they fall Not needy you'll see, not needy And I come with open arms over trees Not needy you'll see Listen to my proven guarantees  While you're rolling up your sleeves Beatin' on the chest But we can keep it in a jar  When it's comin' cats and dogs for days We Marys had ourselves a ball and I guarantee And what they've done for you, they've done for me",
786,"Here's the thing we started out friends It was cool but it was all pretend Yeah yeah Since you been gone You dedicated you took the time Wasn't long till I called you mine Yeah yeah Since you been gone And all you'd ever hear me say Is how I pictured me with you That's all you'd ever hear me say But since u been gone I can breathe for the first time I'm so moving on Yeah, yeah Thanks to you Now I get What I want Since you been gone How can I put it? you put me on I even fell for that stupid love song Yeah, yeah Since you been gone How come I'd never hear you say I just wanna be with you I guess you never felt that way But since you been gone I can breathe for the first time I'm so moving on Yeah, yeah Thanks to you Now I get (I get) what I want Since you been gone You had your chance you blew it Out of sight, out of mind Shut your mouth I just can't take it Again and again and again and again Since you been gone I can breathe for the first time I'm so moving on Yeah, yeah Thanks to you (thanks to you) Now I get, I get what I want I can breathe for the first time I'm so moving on Yeah, yeah Thanks to you (thanks to you) Now I get (I get) You should know (you should know) That I get, I get what I want Since you been gone Since you been gone Since you been gone",
787,,
788,,
789,,
790,,
791,,
792,,
793,,
794,,
795,,
796,,
797,,
798,,
799,"He sewed his eyes shut because he is afraid to see  He tries to tell me what I put inside of me  He got the answers to ease my curiosity  He dreamed up a god and called it Christianity  God is dead and no one cares  If there is a hell, I'll see you there  He flexed his muscles to keep his flock of sheep in line  He made a virus that would kill off all the swine  His perfect kingdom of killing, suffering and pain  Demands devotion atrocities done in his name  God is dead and no one cares  If there is a hell, I'll see you there  Your god is dead and no one cares  If there is a hell, I'll see you there  God is dead and no one cares  If there is a hell, I'll see you there  (Your god is dead) God is dead and no one cares (and no one cares) (Drowning in his own hypocrisy) If there is a hell, I'll see you there",
800,,
801,,
802,"Day by day, night after night Blinded by the neon lights Hurry here, hustlin' there No one's got the time to spare Money's tight, nothin' free Won't somebody come and rescue me I am stranded, caught in the crossfire Stranded, caught in the crossfire Tooth for tooth, eye for an eye Sell your soul just to buy buy buy Beggin' a dollar, stealin' a dime Come on can't you see that I I am stranded, caught in the crossfire I am stranded, caught in the crossfire I need some kind of kindness Some kind of sympathy oh no We're stranded, caught in the crossfire Save the strong, lose the weak Never turning the other cheek Trust nobody, don't be no fool Whatever happened to the golden rule We got stranded, caught in the crossfire We got stranded, caught in the crossfire We got stranded, caught in the crossfire Stranded, caught in the crossfire Help me",
803,,
804,,
805,"You hide it every time you miss, Impatience waits around for me. You dance under the question mark, Without even trying. I'm just not sure it's gonna work. I'm just not sure it's gonna work. You can burn it all. I'm running around the table, If you want to, Just to argue all the last scenes of us. You can end it all. I'm sorry enough to tell you, That I'm okay And I'm never going to see you again. The killer's walking amongst us, Look around, they'll find your ashes. You cradle over your mistakes, And every heart you'll never break. I'm just not sure it's gonna work. I'm just not sure it's gonna work. You can burn it all. I'm running around the table, If you want to, Just to argue all the last scenes of us. You can end it all. I'm sorry enough to tell you, That I'm okay And I'm never going to see you again. You stumble, through questions, That you could never answer. That barrel is loaded, So go and paint your target. You stumble, through questions, That you could never answer. That barrel is loaded, So go and paint your target. So and again you stand around, With beautiful falls. So and again you stand around, With beautiful falls.",
806,"In my head I hear your voice Is this the voice of my master In my chest I sense a spear Are these the looks of my mistress In my head I hear your voice Why do I suffer In my chest I sense a spear Why can't I see you Have I become a bounden slave Shall I be lost in your spell What do I fear Is this a dream My bitter spirit Has become a burden Lady fair Mistress of my dreams (Temptations) Let us share Body, soul and sorrows I rise and walk Into the waves Will you save me You interrupt My intellect You take what you demand My bitter spirit Has become a burden Lady fair Mistress of my dreams (Temptations) Let us share Body, soul and sorrows I rise and walk Into the waves Will you save me You interrupt My intellect You take what you demand My bitter spirit Has become a burden Lady fair Mistress of my dreams (Temptations) Let us share Body, soul and sorrows Lady fair Mistress of my dreams (Temptations) Let us share (Temptation!) Body, soul and sorrows",
807,,
808,,
809,"Uh, uh, some deep shit, uh, uh Momma please stop crying, I can't stand the sound Your pain is painful and its tearin' me down I hear glasses breaking as I sit up in my bed I told dad you didn't mean those nasty things you said You fight about money, 'bout me and my brother And this I come home to, this is my shelter It ain't easy growing up in World War three Never knowing what love could be, you'll see I don't want love to destroy me like it has done my family Can we work it out, can we be a family? I promise I'll be better, Mommy I'll do anything Can we work it out, can we be a family? I promise I'll be better, daddy please don't leave Daddy please stop yellin', I can't stand the sound Make mama stop cryin', 'cause I need you around My mama she loves you, no matter what she says, its true I know that she hurts you, but remember I love you, too I ran away today, ran from the noise, ran away Don't wanna go back to that place, but don't have no choice, no way It ain't easy growin' up in World War three Never knowin' what love could be, well I've seen I don't want love to destroy me like it did my family Can we work it out, can we be a family? I promise I'll be better, mommy I'll do anything Can we work it out, can we be a family? I promise I'll be better, daddy please don't leave In our family portrait, we look pretty happy Let's play pretend, let's act like it comes naturally I don't wanna have to split the holidays I don't want two addresses I don't want a step-brother anyways And I don't want my mom to have to change her last name In our family portrait we look pretty happy We look pretty normal, let's go back to that In our family portrait we look pretty happy Let's play pretend, act like it goes naturally In our family portrait we look pretty happy (Can we work it out, can we be a family?) We look pretty normal, let's go back to that (I promise I'll be better, mommy I'll do anything) In our family portrait we look pretty happy (Can we work it out, can we be a family?) Let's play pretend act and like it comes so naturally (I promise I'll be better, daddy please don't leave) In our family portrait we look pretty happy (Can we work it out, can we be a family?) We look pretty normal, let's go back to that (I promise I'll be better, daddy please don't leave) Daddy don't leave Daddy don't leave Daddy don't leave Turn around please Remember that the night you left you took my shining star? Daddy don't leave Daddy don't leave Daddy don't leave Don't leave us here alone Mum will be nicer I'll be so much better, I'll tell my brother Oh, I won't spill the milk at dinner I'll be so much better, I'll do everything right I'll be your little girl forever I'll go to sleep at night",
810,To make it all worthwhile  All your useless presentations Are weighing on my time  You could beg for forgiveness  As long as you like  Or just wait out the evening  And always ask me why  Yes you'll only leave me dry  So I'll ask you kindly to make your way  And what was there  The perfect glare  We all fall through  While you wait on the answers  That I'll pretend to find  Keeping up with emotions  Still occupies our time  You could hope for substance  As long as you like  Or just wait out the evening  And always ask me why  Yes you'll always ask me why  I'll ask you kindly to make your way  And what was left  The perfect glare  We all fall through  And all we want  And what was there  And what was there  And what wasn't there,
811,,
812,,
813,"He's just a slutty little flirt and sister he's only gonna hurt you (watch yourself) Ladies I'm screaming out to you from the depths of this phallocentric tyranny My self-conceptions awaiting your invasion clumsy penetration punishment (Oh yeah) When the hope of another wet nightmare is all we have to live for Can't help it if it's true, don't wanna be your man, just wanna play with you I can't help it if it's true, don't wanna be your man, I just want to play with you He practically built the eight-bit empire and now he occupies the blur as well When asking why their kisses are sorrowful remember the howl of our first verse (I'm a mental little star) Ninjas! Prove it! Right! (Right) I can't help it if it's true, don't wanna be your man, play, play Can't help it if it's true, don't wanna be your man, just wanna play with you I can't help it if it's true, don't wanna be your man, I just want to play with you",
814,,
815,,
816,,
817,,
818,,
819,,
820,,
821,"There's a lot that I don't know There's a lot that I'm still learning But I think I'm letting go To find my body is still burning And you hold me down And you got me living in the past Come on and pick me up Somebody clear the wreckage from the blast And I'm alive And I don't need a witness To know that I survived I'm not looking for forgiveness I just need light I need light in the dark as I search for the resolution And the bars are finally closed So I try living in the moment 'Til the moment it just froze And I felt sick and so alone I can hear the sound Of your voice still ringing in my ear I'm going underground But you'll find me anywhere I feel And I'm alive And I don't need a witness To know that I survived I'm not looking for forgiveness I just need light I need light in the dark as I search for the resolution I need light in the dark as I search for the resolution You hold me down You hold me down I'm alive And I don't need a witness To know that I survived I'm not looking for forgiveness And I'm alive And I don't need a witness To know that I survived I'm not looking for forgiveness I just need light I need light in the dark as I search for the resolution I need light in the dark as I search for the resolution I need light, I need light",
822,,
823,,
824,,
825,"I sneak in my own house It's four in the morning I've had too much to drink Said I was out with the boys I creep in my bedroom I slip into bed I know if I wake her I'll wake up dead I wonder, will she find out? About the other, other lover... Diana Wake up dead, you die Wake up dead, and buried Wake up dead, you die Wake up dead",
826,"Distant flickering, its greener scenery, This weathers bringing it all back again. Great adventures, faces and condensation, I'm going outside and take it all in. You say too late to start, got your heart in a headlock, I don't believe any of it. You say too late to start, with your heart in a headlock, You know your better than this. We're a different pair, just something out of step, Throw a stranger an unexpected smile. With big intention, still posted at your station Always on about the day it should have flown. You say too late to start, got your heart in a headlock, I don't believe any of it. You say too late to start, with your heart in a headlock, You know your better than this. Afraid to start, got your heart in a headlock, I don't believe any of it. You say too late to start, with your heart in a headlock, You know your better than this. I'm walking, you've been hiding, And you look half dead half the time. Monitoring you, like machines do, You've still got it, I'm just keeping an eye I've been walking, you've been hiding, And you look half dead half the time. Monitoring you, like machines do, You've still got it, I'm just keeping an eye You know you're better than this Come back and start, got your heart in a headlock, No I don't believe any of it. You say too late to start, with your heart in a headlock, You know your better than this. Afraid to start, got your heart in a headlock, I don't believe any of it. You say too late to start, with your heart in a headlock, You know your better than this.",
827,"I feel so unsure As I take your hand and lead you to the dance floor As the music dies Something in your eyes Calls to mind a silver screen And all its sad goodbyes I'm never gonna dance again Cause guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should have known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you Time can never mend The careless whispers of a good friend To the heart and mind Ignorance is kind There's no comfort in the truth Pain is all you'll find I'm never gonna dance again Cause guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should have known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you What am I without your love Tonight the music seems so loud I wish that we could lose the crowd Maybe it's better this way We'd hurt each other with the things we wanna say We could have been so good together We could have lived this daze forever Now, who's gonna dance with me? Please stay I'm never gonna dance again Cause guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should have known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you",
828,,
829,"Wake up, son of mine Momma got something to tell you Changes come Life will have its way With your pride, son Take it like a man Hang on, son of mine A storm is blowing up your horizon Changes come Keep your dignity Take the high road Take it like a man Listen up, son of mine Momma got something to tell you All about growing pains Life will pound away Where the light don't shine, son Take it like a man Suck it up, son of mine Thunder blowing up your horizon Changes come (Changes come) Keep your dignity (Keep your dignity) Take the high road (Take the high road) Take it like a man (Take it like a man) Momma said like the rain (This, too, shall pass) Like a kidney stone (This, too, shall pass) It's just a broken heart, son This pain will pass away",
830,"Here's how it goes Boy meets girl Girl leaves boy That's all I know All I've done All my life 'Cause throughout my history I've only been with jerks Who couldn't take it But you see the picket fence A swing on the front porch With us two on it When I believe that nothing lasts forever You stay with me, keeping us together And make me feel like I never ever wanna give you up Till now, I've always been a quitter You rescued me Saved my life Just in time Saw past all my Issues and scars And made me try 'Cause, oh, the way you're kissing me Makes it hard to breathe But I still like it Oh, oh, it truly feels like a dream You know exactly How I want it When I believe that nothing lasts forever You stay with me, keeping us together And make me feel like I never ever wanna give you up Till now, I've always been a quitter I've always been a quitter When I believe that nothing lasts forever You stay with me, keeping us together And make me feel like I never ever wanna give you up Till now, I've always been a quitter I've always been a quitter",
831,"As I walk this land of broken dreams I have visions of many things But happiness is just an illusion Filled with sadness and confusion What becomes of the brokenhearted Who has love that's now departed I know I've got to find Some kind of peace of mind, baby The roots of love grow all around But for me they come tumbling down Every day heartaches grow a little stronger I can't stand things pain much longer I walk in shadows searching for light Cold and alone, no comfort in sight Hopin' and praying for someone who'll care Always moving and going nowhere What becomes of the brokenhearted Who has love that's now departed I know I've got to find Some kind of peace of mind, help me, please I'm searching though I don't succeed But someone look, there's a growing need All is lost, there's no place for beginning All that's left is an unhappy ending Now what becomes of the brokenhearted Who has love that's now departed I know I've got to find Some kind of peace of mind I'll be searching everywhere Just to find someone to care I'll be looking every day I know I'm gonna find a way Nothing's gonna stop me now I'll find a way somehow",
832,,
833,,
834,,
835,,
836,,
837,,
838,,
839,,
840,,
841,,
842,,
843,,
844,,
845,,
846,,
847,,
848,I've Been Lucky In My Life  I've Been Lucky I've Been Lucky In My Life  I Know I've Been Lucky In My Life  I've Been Lucky And I Thank You For This Light  Oh Good Lord  I've Been Lucky In My Life  I've Been Lucky I've Been Lucky In My Life  I Know I've Been Lucky In My Life  I've Been Lucky And I Thank You For This Light  Oh Good Lord  I've Been Lucky In My Life  I've Been Lucky I've Been Lucky In My Life  I Know I've Been Lucky In My Life  I've Been Lucky And I Thank You For This Light  Oh Good Lord  Got My Family  And I've Got All My Friends  I've Been Lucky In My Life  And I Got No Money But  There's No Need To Give Up  I've Been Lucky In My Life  {Oh Good Lord}  I've Been Lucky In My Life  I've Been Lucky I've Been Lucky In My Life  I Know I've Been Lucky In My Life  I've Been Lucky And I Thank You For This Light  Oh Good Lord  I've Been Lucky In My Life  I've Been Lucky I've Been Lucky In My Life  I Know I've Been Lucky In My Life  I've Been Lucky And I Thank You For This Light  Oh Good Lord  Got My Family  And I've Got All My Friends  I've Been Lucky In My Life  And I Got No Money But  There's No Need To Give Up  I've Been Lucky In My Life  As I Live My Life  With A Smile On My Face  Will I Be Lucky In My Life?  Even When I'm Feeling Down  It's Ok Cause I Know  I Could Be Lucky In My Life  {Oh Good Lord}  I've Been Lucky In My Life  I've Been Lucky I've Been Lucky In My Life  I Know I've Been Lucky In My Life  I've Been Lucky And I Thank You For This Light  Oh Good Lord  I've Been Lucky In My Life  I've Been Lucky I've Been Lucky In My Life  I Know I've Been Lucky In My Life  I've Been Lucky And I Thank You For This Light  Oh Good Lord,
849,,
850,,
851,,
852,,
853,,
854,,
855,,
856,,
857,,
858,,
859,,
860,,
861,,
862,,
863,,
864,,
865,,
866,,
867,,
868,,
869,,
870,,
871,"You come to me with Scars on your wrist. You tell me this will be the last night Feeling like this. I just came to say good bye Didn't want you to see me cry I'm fine But I know it's a lie This is the last night You'll spend alone Look me in the eyes So I know you know I'm everywhere You want me to be The last night You'll spend alone I'll wrap you in my arms And I won't let go I'm everything You need me to be Your parents say Everything is your fault But they don't know you like I know you They don't know you at all I'm so sick of when they say ""Its just a phase you'll be ok You're fine"" But I know it's a lie This is the last night You'll spend alone Look me in the eyes So I know you know I'm everywhere You want me to be (The last night Away from me) The night is so long when Everything's wrong If you give me your hand I will help you hold on Tonight Tonight This is the last night You'll spend alone Look me in the eyes So I know you know I'm everywhere You want me to be I won't let you say goodbye And I'll be your reason why The last night Away from me Away from me",
872,,
873,,
874,,
875,,
876,,
877,,
878,,
879,,
880,,
881,,
882,,
883,,
884,,
885,,
886,,
887,,
888,,
889,"There's a ska band on my street  a little ska band  Everybody thinks they're so fuckin' neat   There was nothin' on the radio  Was gonna make my own band  play my own shows  But that don't work so I'm givin' up again   She said she loved me cause I played guitar  That's ok  I didn't love her at all and I say I'm givin' up  I know everything sucks  and this is gonna be the last  Time you hear me complain  Well, I went down to the show  Everybody was there, I didn't want to go  Cause everything they do is so fuckin' cool, every song is a hit and the  Girls like 'em too, I can't do that so  I'm givin' up again, I don't know why I learned  To play guitar, nobody's gonna know who we are and I say  I'm givin' up  I know everything sucks and this is gonna be  The last time you hear me complain  She said, some day, we'll get back together maybe  She said, some day, things'll be much better baby  But I don't believe her  And I don't think I need her anymore I know everything sucks  And this won't be the last time you hear me complain.",
890,"I'm so much like you Restless and wreckless I need a clue So show me a sign I feel like making a move Real geographic, a change in mood We'll let go of everything we know You and I will ride tonight Till the past is out of sight We don't have to look back now From the dark into the light We can leave it all behind We can stand together, we don't have to look back now I'm so much like you Caught in a moment, coming unglued In a world so big, it's not easy to choose Which path to take, which pawn to move So we'll let go of everything we've ever known You and I will ride tonight Till the past is out of sight We don't have to look back now From the dark into the light We can leave it all behind We can stand together, we don't have to look back now No one can stop us now The world is rushing by The wind is at our back Everything's new tonight,  We're going our own way No matter what they say The bridge is on fire,  We're flying higher now You and I will ride tonight 'Till the past is out of sight We don't have to look back now We are knocking down the wall, all for one and one for all We can stand together Never gonna look back now Oh no, Oh no We don't have to look back now (Oh no, Oh no) We don't have to look back now",
891,,
892,,
893,,
894,,
895,,
896,,
897,,
898,,
899,"I'm here again A thousand miles away from you A broken mess, just scattered pieces of who I am I tried so hard Thought I could do this on my own I've lost so much along the way Then I'll see your face I know I'm finally yours I find everything I thought I lost before You call my name I come to you in pieces So you can make me whole I've come undone But you make sense of who I am Like puzzle pieces in your eye Then I'll see your face I know I'm finally yours I find everything I thought I lost before You call my name I come to you in pieces So you can make me whole! I tried so hard! So hard! I tried so hard! Then I'll see your face I know I'm finally yours I find everything I thought I lost before You call my name I come to you in pieces So you can make me whole So you can make me whole",
900,"Memories, sharp as daggers Pierce into the flesh of today Suicide of love took away all that matters And buried the remains in an unmarked grave in your heart With the venomous kiss you gave me I'm killing loneliness (Killing loneliness) With the warmth of your arms you saved me, Oh, I'm killing loneliness with you The killing loneliness that turned my heart into a tomb I'm killing loneliness Nailed to a cross, together As solitude begs us to stay Disappear in the lie, forever And denounce the power of death over our souls  As secret words are said to start a war With the venomous kiss you gave me I'm killing loneliness (Killing loneliness) With the warmth of your arms you saved me, Oh, I'm killing loneliness with you The killing loneliness that turned my heart into a tomb I'm killing loneliness I'm killing loneliness With the venomous kiss you gave me I'm killing loneliness (Killing loneliness) With the warmth of your arms you saved me Oh, I'm killing loneliness with you The killing loneliness that turned my heart into a tomb I'm killing loneliness I'm killing loneliness with you I'm killing loneliness with you Killing loneliness with you Killing loneliness with you Killing loneliness Killing loneliness",
901,,
902,,
903,,
904,,
905,Well you've got me working so hard lately Working my hands until they bleed If I was twice the man I could be I'd still be half of what you need  Still you lead me and I follow  Anything you ask you know I'll do This one act of consecration Is what I ask of you A promise carved in stone Deeper than the sea Severed flesh and blood Offer it to me Well you just leave me nailed here  Hanging like jesus on this cross I'm just dying for your sins And aiding to the cause A promise carved in stone Deeper than the sea Severed flesh and bone Offer it to me Wrap my eyes in bandages Confessions I see through I get everything I want When I get part of you A promise carved in stone Its deeper than the sea Sever flesh and bone And offer it to me A promise carved in stone Deeper than the sea Devils flesh and bone Do something for me,
906,,
907,"I've been a prisoner Trapped in by fear Ordered for the rest of my life Condemned in a jail cell Ain't seen life in years Escape is the only way out Restart my life Or self destruction To climb this wall Of dark construction Holding the quest for freedom That beckons me My sanity is all but gone My patience is growing very weak I need to get a hold of myself I stare at the wall For the right time has come Escape must occur on this night Stand in my way And I'll run you straight through There's no one to stop me now For I'm on the loose And I'm ready to start Torture and hell an this town Over the wall! The search will not stop And hounds will not rest Till I am back in my cell For if I am caught, I'll try it again Over the wall I will go, I will go",
908,,
909,,
910,,
911,,
912,,
913,,
914,,
915,"This is the first day of my life Swear I was born right in the doorway I went out in the rain, suddenly everything changed They're spreading blankets on the beach Yours was the first face that I saw I think I was blind before I met you I don't know where I am, I don't know where I've been But I know where I want to go And so I'd thought I'd let you know That these things take forever, I especially am slow But I realized that need you And I wondered if I could come home I remember the time you drove all night Just to meet me in the morning And I thought it was strange, you said everything changed You felt as if you just woke up And you said ""This is the first day of my life I'm glad I didn't die before I met you But now I don't care, I could go anywhere with you And I'd probably be happy"" So if you wanna be with me With these things there's no telling We just have to wait and see But I'd rather be working for a paycheck Than waiting to win the lottery Besides, maybe this time is different I mean, I really think you like me",
916,,
917,,
918,,
919,"We woke up as men but tonight we'll sleep as killers As we break the cryptic morning with a bullet and a prayer The steel never seemed more cold and agile than now And life never seems less vital and fragile With a heart that's beating louder than my own I watch a woman they call Kezia I watch a woman that I know I watch my hopes and my own future blindfolded To atone for a sin I didn't care for, but a sin that paid my debts A sin that fed my children and burned my smiles and cigarettes And no one ever said that hope would be so beautiful And no one ever said I'd have to pull the trigger on her I can't even still her trembling hands that were locked up by the dutiful and obligated; Five soldiers forever sedated with the, ""No one's responsible"" psychological drama of our social justice dribble Her tiny steps tell lies about the choice I have to make; Resurrect a static lifetime starve to death my own mistakes Pull the screaming trigger and watch your carcass bleed me dry Or drop the gun and try to shake away the blindfold from your eyes? Drop the gun Drop the gun Drop the gun Drop the gun A sin I didn't care for, but a sin that paid my debts A sin that fed my children and burned my smiles and cigarettes A sin I didn't care for, but a sin that paid my debts A sin that fed my children and burned my smiles and cigarettes",
920,"The heart is a bloom Shoots up through the stony ground There's no room No space to rent in this town You're out of luck And the reason that you had to care The traffic is stuck And you're not moving anywhere You thought you'd found a friend To take you out of this place Someone you could lend a hand In return for grace It's a beautiful day Sky falls, you feel like It's a beautiful day Don't let it get away You're on the road But you've got no destination You're in the mud In the maze of her imagination You're lovin' this town Even if that doesn't ring true You've been all over And it's been all over you It's a beautiful day Don't let it get away It's a beautiful day Touch me Take me to that other place Teach me I know I'm not a hopeless case See the world in green and blue See China right in front of you See the canyons broken by cloud See the tuna fleets clearing the sea out See the Bedouin fires at night See the oil fields at first light And see the bird with a leaf in her mouth After the flood all the colors came out It was a beautiful day Don't let it get away Beautiful day Touch me Take me to that other place Reach me I know I'm not a hopeless case What you don't have you don't need it now What you don't know you can feel it somehow What you don't have you don't need it now Don't need it now Was a beautiful day",
921,,
922,"The secret side of me, I never let you see I keep it caged but I can't control it So stay away from me, the beast is ugly I feel the rage and I just can't hold it It's scratching on the walls, in the closet, in the halls It comes awake and I can't control it Hiding under the bed, in my body, in my head Why won't somebody come and save me from this, make it end? I feel it deep within, it's just beneath the skin I must confess that I feel like a monster I hate what I've become, the nightmare's just begun I must confess that I feel like a monster I, I feel like a monster I, I feel like a monster My secret side I keep hid under lock and key I keep it caged but I can't control it 'Cause if I let him out he'll tear me up, break me down Why won't somebody come and save me from this, make it end? I feel it deep within, it's just beneath the skin I must confess that I feel like a monster I hate what I've become, the nightmare's just begun I must confess that I feel like a monster I feel it deep within, it's just beneath the skin I must confess that I feel like a monster I, I feel like a monster I, I feel like a monster It's hiding in the dark, it's teeth are razor sharp There's no escape for me, it wants my soul, it wants my heart No one can hear me scream, maybe it's just a dream Maybe it's inside of me, stop this monster I feel it deep within, it's just beneath the skin I must confess that I feel like a monster I hate what I've become, the nightmare's just begun I must confess that I feel like a monster I feel it deep within, it's just beneath the skin I must confess that I feel like a monster I've gotta lose control, here's something radical I must confess that I feel like a monster I, I feel like a monster I, I feel like a monster I, I feel like a monster I, I feel like a monster",
923,Lay where you're laying Don't make a sound I know they're watching Watching All the commotion The kiddie like play It has people talking Talking You Your sex is on fire The dark of the alley The breaking of day Head while I'm driving I'm driving Soft lips are open Them knuckles are pale Feels like you're dying You're dying You Your sex is on fire Consumed With what's to transpire Hot as a fever Rattle of bones I could just taste it Taste it But it's not forever But it's just tonight Oh we're still the greatest The greatest The greatest You Your sex is on fire You Your sex is on fire Consumed With what's to transpire And you Your sex is on fire Consumed With what's to transpire,
924,"Spinning, further deeper I know you're out to try me I'm not in this to be a slave Push the dirt, make me feel Locate what swallows life Night bird you build my world The night close my eyes (and then I close my eyes) Judge me now Used to be afraid to let it show, bow down A king in my own mind Everything's in place So much brighter from today Drown the monster Make all bad dreams go away Whatever takes to keep running free Open scars The quiet place The bridges fall to the ground And you say you sacrificed The night close my eyes (and then I close my eyes) Judge me now Used to be afraid to let it show, bow down! A king in my own mind Everything's in place So much brighter from today Judge me now The king in my own mind Judge me now The king in my own mind Judge me now Used to be afraid to let it show, bow down A king in my own mind Everything's in place So much better from today A king in my own mind..",
