,0,1
415,"I'm spending my time, Walking spirals in line, Did I ever honestly believe, A change of mind, And then a change of position, Only action no reaction no, This time is mine, together we can't spend it anyway, Nothing is gonna change nothing is ever gonna change And I'm a trigger, You're my gun Don't you wanna come, Don't you taste the times that come, Back and forth in one, Don't you wanna come, If I could take you to a better place She is a monument, And everyone is talking, Like a vision it's all crystal clear, A change of mind and then a change of position, Did we ever honestly believe, Watching dead bodies and bombs falling from the sky, Nothing's gonna change, nothing is ever gonna change And I'm a trigger, You're my gun, Don't you wanna come, Don't you taste the times that come, Back and forth in one",
416,,
417,,
418,,
419,"Easterly winds whisking the kids There are new-borns all around Lampposts guide them but the lights just died there And they slow to a crawl Misting aside their eyes open wide At the sight of golden youth Fathers and mothers gather in numbers When the sales greeter do Dreamt of the leaves, stitched up the seams And they all counted down Each one mutter pair with another And the young ones go round Fading dreams and rich tangerine The sky began to fall Figures stack up whether they close up They make the final call With warmth from the sun and visions of what they want Rise up as one counting down to one With warmth from the sun and visions of what they want Rise up as one counting down to one With warmth from the sun and visions of what they want Rise up as one counting down to one",
420,"Easterly winds whisking the kids There are new-borns all around Lampposts guide them but the lights just died there And they slow to a crawl Misting aside their eyes open wide At the sight of golden youth Fathers and mothers gather in numbers When the sales greeter do Dreamt of the leaves, stitched up the seams And they all counted down Each one mutter pair with another And the young ones go round Fading dreams and rich tangerine The sky began to fall Figures stack up whether they close up They make the final call With warmth from the sun and visions of what they want Rise up as one counting down to one With warmth from the sun and visions of what they want Rise up as one counting down to one With warmth from the sun and visions of what they want Rise up as one counting down to one","When there's nothing left to burn you have to set yourself on fire God that was strange to see you again Introduced by a friend of a friend Smiled and said ""Yes I think we've met before"" In that instant it started to pour, Captured a taxi despite all the rain We drove in silence across Pont Champlain And all of the time you thought I was sad I was trying to remember your name This scar is a fleck on my porcelain skin Tried to reach deep but you couldn't get in Now you're outside me You see all the beauty Repent all your sin It's nothing but time and a face that you lose I chose to feel it and you couldn't choose I'll write you a postcard I'll send you the news From a house down the road from real love Live through this, and you won't look back Live through this, and you won't look back Live through this, and you won't look back There's one thing I want to say, so I'll be brave You were what I wanted I gave what I gave I'm not sorry I met you I'm not sorry it's over I'm not sorry there's nothing to save I'm not sorry there's nothing to save"
421,"When there's nothing left to burn you have to set yourself on fire God that was strange to see you again Introduced by a friend of a friend Smiled and said ""Yes I think we've met before"" In that instant it started to pour, Captured a taxi despite all the rain We drove in silence across Pont Champlain And all of the time you thought I was sad I was trying to remember your name This scar is a fleck on my porcelain skin Tried to reach deep but you couldn't get in Now you're outside me You see all the beauty Repent all your sin It's nothing but time and a face that you lose I chose to feel it and you couldn't choose I'll write you a postcard I'll send you the news From a house down the road from real love Live through this, and you won't look back Live through this, and you won't look back Live through this, and you won't look back There's one thing I want to say, so I'll be brave You were what I wanted I gave what I gave I'm not sorry I met you I'm not sorry it's over I'm not sorry there's nothing to save I'm not sorry there's nothing to save",
422,,
423,,
424,,"Well we used to be the best of friends And we used to hang around Now I always see you and your new girlfriend On the sunny side of town  Oh your body is the same and your face ain't changed But your mind ain't where it's at You're too busy hugging and a-kissing now And for you that can't be bad  But I've made a deal with the clouds Gonna turn that sun into rain So you forget about your love Come and see me again  Oh remember me I'm your best friend And we don't talk no more So if you're in the neighborhood Don't forget to knock on my door  Cause I've got to keep the feeling, keep the feeling in Gotta keep the feeling, keep the feeling in Gotta keep the feeling, keep the feeling in Gotta keep the feeling, keep the feeling in  Now I stand upon your path And I'm shouting up to you Won't you come and give me a minute now There's a message here for you  Me and a couple of old school friends We're going out to drink You can come along but leave your girl at home It'll give you time to think  But you called at the last minute Said that you were staying in Well this is not a joke old friend I'm a-getting sick of this  Oh remember me when she leaves you And you come and knock on my door Well I can nurse your broken heart Cause that's what friends are for  Cause I've got to keep the feeling, keep the feeling in Gotta keep the feeling, keep the feeling in Gotta keep the feeling, keep the feeling in Gotta keep the feeling, keep the feeling in"
425,,
426,,
427,,
428,Alors tu vois comme tout se mêle Et du cœur à tes lèvres je deviens un casse-tête Ton rire me crie de te lâcher Avant de perdre prise et d’abandonner Car je ne t’en demanderai jamais autant Déjà que tu me traites comme un grand enfant Et nous n’avons plus rien à risquer  À part nos vies qu’on laisse de côté Et il m’aime encore Et moi je t’aime un peu plus fort Mais il m’aime encore Et moi je t’aime un peu plus fort C’en est assez de ces dédoublements C’est plus dur à faire qu’autrement Car sans rire c’est plus facile de rêver À ce qu’on ne pourra jamais plus toucher Et on se prend la main comme des enfants Le bonheur aux lèvres un peu naïvement Et on marche ensemble d’un pas décidé Alors que nos têtes nous crient de tout arrêter Il m’aime encore Et toi tu m’aimes un peu plus fort Mais il m’aime encore Et moi je t’aime un peu plus fort,
429,,
430,,
431,,
432,,
433,"I don't need to need you Tell me what to do Tell me what to say Don't you want to help me Tell me what to do Help me find a way If I was not me I would hate me too Just like you do I don't need to need you Tell me what to do Tell me what to say It's all made worse by a simple scheme You're slipping away from me Can't decide sometimes if it's worth the point The point is the struggle, insecurity Hopefully, you make no mistake If you learn from what you've got to take Good or bad, it's all gonna add up in the end but, You can never win. I don't need to need you Tell me what to do Tell me what to say Don't you want to help me Tell me what to do Help me find a way If I was not me I would hate me too Just like you do I don't need to need you Tell me what to do Tell me what to say And it's the desperation to hold on to Something that can't be held on to So, Don't waste your time filling up my words Don't tell me why, assume the worst. Hopefully, you make no mistake If you learn from what you've got to take Good or bad, it's all gonna add up in the end but, You can never win. Don't thank me, Don't tell me how, Don't break me down, Don't help me make it, I don't need to need you Tell me what to do Tell me what to say Don't you want to help me Tell me what to do Help me find a way",
434,,
435,"Darkness in the morning  Shadows on the land  Certain individuals  Aren't sticking with the plan And I'm searching for a heart  Searching everyone  They say love conquers all You can't start it like a car  You can't stop it with a gun Leaving in the evening  Traveling at night  Staying inconspicuous I'm staying out of sight And I'm searching for a heart  Searching everyone They say love conquers all  You can't start it like a car  You can't stop it with a gun They tell me love requires a little standing in line And I've been waiting for you, lover, for a long, long time  I've been pacing the floor  I've been watching the door  Meanwhile I'll keep searching for a heart Searching high and low for you  Trying to track you down  Certain individuals  Have finally come around And I'm searching for a heart  Searching everyone  They say love conquers all  You can't start it like a car  You can't stop it with a gun They tell me love requires a little standing in line  And I've been waiting for you, lover, for a long, long time  I've been pacing the floor I've been watching the door  Meanwhile I'll keep searching for a heart  Searching everyone  They say love conquers all  You can't start it like a car",
436,It might not be the right time I might not be the right one But there's something about us I want to say Cause there's something between us anyway I might not be the right one It might not be the right time But there's something about us I've got to do Some kind of secret I will share with you I need you more than anything in my life I want you more than anything in my life I'll miss you more than anyone in my life I love you more than anyone in my life,
437,,
438,,
439,,
440,,"Met the Ghost of Stephen Foster at the Hotel Paradise This is what I told him as I gazed into his eyes Rooms were made for carpets Towers made for spires Ships were made for cannonade fire off from inside them Gwine to run all night, gwine to run all day Camptown ladies never sang all the doo dah day no, no, no Gwine to run all night, gwine to run all day Camptown ladies never sang all the doo dah day no, no, no Met the Ghost of Stephen Foster at the Hotel Paradise This is what I told him as I gazed into his eyes Ships were made for sinking Whiskey made for drinking If we were made of cellophane We'd all get stinking drunk quite faster  Gwine to run all night, gwine to run all day Camptown ladies never sang all the doo dah day no, no, no Gwine to run all night, gwine to run all day Camptown ladies never sang all the doo dah"
441,"Met the Ghost of Stephen Foster at the Hotel Paradise This is what I told him as I gazed into his eyes Rooms were made for carpets Towers made for spires Ships were made for cannonade fire off from inside them Gwine to run all night, gwine to run all day Camptown ladies never sang all the doo dah day no, no, no Gwine to run all night, gwine to run all day Camptown ladies never sang all the doo dah day no, no, no Met the Ghost of Stephen Foster at the Hotel Paradise This is what I told him as I gazed into his eyes Ships were made for sinking Whiskey made for drinking If we were made of cellophane We'd all get stinking drunk quite faster  Gwine to run all night, gwine to run all day Camptown ladies never sang all the doo dah day no, no, no Gwine to run all night, gwine to run all day Camptown ladies never sang all the doo dah","Have I been too discreet How long am I supposed to wait I think about you nightly Oh can you tell I'm losing sleep What am I supposed to do It's hard to stay cool When you smile at me And I get nervous every time you speak My bed's too big for just me When you turn your eyes I promise I won't care Standing by your sister fair Oh baby baby baby please My heart sinks to my feet What am I supposed to do I think about you nightly My bed's too big for just me When you turn your eyes I promise I won't care Standing by your sister fair Standing by your sister fair Standing by your sister fair When I look into your eyes I tend to lose my thoughts Don't forget your stare Oh what was that you said Would you let me know 'Cause I can't read your mind Oh can you tell I can't even explain Oh baby I can't even explain What am I supposed to do It's hard to stay cool When you smile at me And I get nervous every time you speak Oh, standing by your sister fair"
442,"Have I been too discreet How long am I supposed to wait I think about you nightly Oh can you tell I'm losing sleep What am I supposed to do It's hard to stay cool When you smile at me And I get nervous every time you speak My bed's too big for just me When you turn your eyes I promise I won't care Standing by your sister fair Oh baby baby baby please My heart sinks to my feet What am I supposed to do I think about you nightly My bed's too big for just me When you turn your eyes I promise I won't care Standing by your sister fair Standing by your sister fair Standing by your sister fair When I look into your eyes I tend to lose my thoughts Don't forget your stare Oh what was that you said Would you let me know 'Cause I can't read your mind Oh can you tell I can't even explain Oh baby I can't even explain What am I supposed to do It's hard to stay cool When you smile at me And I get nervous every time you speak Oh, standing by your sister fair",
443,,
444,,
445,"I'm too sexy for my love Too sexy for my love Love's going to leave me I'm too sexy for my shirt  Too sexy for my shirt So sexy it hurts And I'm too sexy for Milan  Too sexy for Milan New York, and Japan I'm too sexy for your party Too sexy for your party No way I'm disco dancing 'Cause I'm a model, you know what I mean And I do my little turn on the catwalk Yeah, on the catwalk  On the catwalk, yeah I shake my little tush on the catwalk I'm too sexy for my car  Too sexy for my car Too sexy by far And I'm too sexy for my hat Too sexy for my hat  What do you think about that? 'Cause I'm a model, you know what I mean And I do my little turn on the catwalk Yeah, on the catwalk  On the catwalk, yeah I shake my little tush on the catwalk Too sexy for my Too sexy for my Too sexy for my 'Cause I'm a model, you know what I mean And I do my little turn on the catwalk Yeah, on the catwalk  On the catwalk  Yeah, I shake my little tush on the catwalk Too sexy for my cat  Too sexy for my cat Poor pussy  Poor pussy cat I'm too sexy for my love  Too sexy for my love Love's going to leave me And I'm too sexy for this song",
446,"Wait for the lovers We work one another In an effort to uncover What has happened to the Saturdays (Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah) Despite ones on the corner Dream of something warmer Assemblence of our old ways What has happened to our hand me days? (Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah) Oh no Oh no Oh no Way back when We were the latest around We lined and we painted this town The faces are green and they Don't know what they've done Hey, hey, hey, hey-oh Hey, hey, hey, hey-oh Hey, hey, hey, hey-oh Hey, hey, hey, hey-oh Hey, hey, hey, hey-oh Hey, hey, hey, hey-oh Hey, hey, hey, hey-oh Hey, hey, hey, hey-oh We can pull the map out To tell you the direct route Young ones go anxious To proclaim to their advances to the fray (Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah) If we don't wake up And the truth never comes up We will never have our own lane We will never have the right away (Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah) Oh no Oh no Oh no Oh no Oh no Oh no Way back when We were the latest around We lined and we painted this town The faces are green and they Don't know what they've done Back when We were the latest around We lined and we painted this town The faces are green and they Don't know what they've done And won't you show Us where your heart is? Hey won't you show Us where your heart is? Hey won't you show Us where your heart is?",
447,"Well, I've been watching While you've been coughing I've been drinking life While you've been nauseous And so I drink to health While you kill yourself And I've got just one thing That I can offer Go on and save yourself And take it out on me Go on and save yourself And take it out on me, yeah I'm not a martyr I'm not a prophet And I won't preach to you But here's a caution You better understand That I won't hold your hand But if it helps you mend Then I won't stop it Go on and save yourself And take it out on me Go on and save yourself And take it out on me Go on and save yourself And take it out on me Go on and save yourself And take it out on me, yeah Drown, if you want And I'll see you at the bottom Where you crawl On my skin And put the blame on me So you don't feel a thing Go on and save yourself And take it out on me Go on and save yourself And take it out on me Go on and save yourself And take it out on me Go on and save yourself And take it out on me, yeah",
448,,
449,,
450,,
451,"It's a God-awful small affair To the girl with the mousy hair But her mummy is yelling no And her daddy has told her to go But her friend is nowhere to be seen Now she walks through her sunken dream To the seat with the clearest view And she's hooked to the silver screen But the film is a saddening bore For she's lived it ten times or more She could spit in the eyes of fools As they ask her to focus on Sailors fighting in the dance hall Oh man, look at those cavemen go It's the freakiest show Take a look at the lawman Beating up the wrong guy Oh man, wonder if he'll ever know He's in the best selling show Is there life on Mars? It's on America's tortured brow That Mickey Mouse has grown up a cow Now the workers have struck for fame 'Cause Lennon's on sale again See the mice in their million hordes From Ibiza to the Norfolk Broads Rule Britannia is out of bounds To my mother, my dog, and clowns But the film is a saddening bore 'Cause I wrote it ten times or more It's about to be writ again As I ask you to focus on Sailors fighting in the dance hall Oh man, look at those cavemen go It's the freakiest show Take a look at the lawman Beating up the wrong guy Oh man, wonder if he'll ever know He's in the best selling show Is there life on Mars?",
452,"I am not a whore I am not a whore I am not a whore I am not a whore I am not a whore I am not a whore But I like to do it Most girls I meet are quite savage Always tryin' to grab up on my package They say I look yummy and they want a taste But I'm a human not a sandwich Sometimes I feel like L-L Cool J I make love not wear them booty But every girl I try to get to know Ends up tryin' to do me I said I am not a whore I am not a whore But I like to do it Sometimes, I just wanna dance Girl I know you like my style But get your hand outta my pants I am not a whore (No no no) I am not a whore (I'm not your hoe) I am not a whore (I just love the music) I am not a whore (But I like to do it) I am not a whore I am not a whore I am not a whore I am not a whore I am not a whore I am not a whore I am not a whore I am not a whore",
453,,
454,,"About as subtle as an earthquake, I know My mistakes were made for you And in the back room of a bad dream, she came And whisked me away, enthused And it's solid as a rock rolling down a hill The fact is that it probably will hit something On the hazardous terrain And were just following the flock, round And the in between, before we smash to smithereens Like they were, and we scrambled from the grain And its the fame that put words in her mouth She couldn't help, but spit em out Innocence and arrogance intwined In the filthiest of minds She's was bitten on her birthday, and now A face in the crowd, shes not And i suspect that now, forever the shape She came to escape, its forgot And it's a lot to ask and not to sting1 Give her less than everything Around your crooked conscious she will wind Cos were just following the flock round And the in-between Before we smash to smithereens Like they were, and we scramble from the grain And it's the fame that put words in her mouth She couldn't help, but spit em out Around your crooked conscious she will wind And it's a lot to ask and not to sting Giver her less than everything Innocence and arrogance intwined"
455,"My young bride, Why are your shoulders like that Of a tired old woman, Like a tired old woman? My young bride, Why are your fingers like that Of the hedge in winter, Of the hedge in winter? Polonaise in winter, Snowshoes and hunters Carried the goods in for you. Darkness and forests grant you The longest Face made for porridge and stew. My young bride, Why aren't you moving at all, Helps to make the day seem shorter, Helps to make the day seem shorter. My young bride, Why aren't you keeping with you All the ones who really love you, All the ones who really love you? Polonaise in winter, Snowshoes and hunters Carried the goods in for you. Darkness and forests grant you The longest Face made for porridge and stew.",
456,"About as subtle as an earthquake, I know My mistakes were made for you And in the back room of a bad dream, she came And whisked me away, enthused And it's solid as a rock rolling down a hill The fact is that it probably will hit something On the hazardous terrain And were just following the flock, round And the in between, before we smash to smithereens Like they were, and we scrambled from the grain And its the fame that put words in her mouth She couldn't help, but spit em out Innocence and arrogance intwined In the filthiest of minds She's was bitten on her birthday, and now A face in the crowd, shes not And i suspect that now, forever the shape She came to escape, its forgot And it's a lot to ask and not to sting1 Give her less than everything Around your crooked conscious she will wind Cos were just following the flock round And the in-between Before we smash to smithereens Like they were, and we scramble from the grain And it's the fame that put words in her mouth She couldn't help, but spit em out Around your crooked conscious she will wind And it's a lot to ask and not to sting Giver her less than everything Innocence and arrogance intwined",
457,,
458,,"Super highways coast to coast just easy to get anywhere On the trans continental overload; just slide behind the wheel How does it feel when there's no destination that's too far And somewhere on the way you might find out who you are? Living in America, eye to eye, station to station  Living in America, hand to hand across the nation Living in America, got to have a celebration! I live in America I live in America You may not be looking for the promised land But you might find it anyway Under one of those old familiar names, like New Orleans  Dallas Detroit City Pittsburgh, P.A. New Orleans  Dallas Detroit City Pittsburgh, P.A. New York City Atlanta Kansas City New York City Atlanta Kansas City Chicago and L.A. Living in America, eye to eye, station to station  Living in America, hand to hand across the nation Living in America, got to have a celebration!"
459,"Miss my head, miss my heart, miss my lungs Be what you want to be Watch what you want to see Killed for fun Down a hole, up a rope Down some pills, up some hope This karma machine only takes quarters New age soldier, new age soldier Everybody's all right Everything is automatic And everybody's all right Everything is skin deep Everybody's all right And everything is automatic Everybody's all right And everything is skin deep, me Say hey, say hey, say how ya doing Say hey, say hey, say how ya doing I miss my lazy boy I miss my tv I miss myself Do you miss your lazy boy Do you miss your tv Do you miss yourself Everybody's all right Everything is automatic Everybody's all right Everything is skin deep Everybody's all right Everything is automatic Everybody's' all right Everything is skin deep, me It's always what i wanted It's always what i wanted It's always what i Killed for fun It's fucking funny don't you think One day you'll decompose And you wake up and those Those birds are singing Those birds are singing It's always what i wanted It's always what i wanted It's always what i It's always what i Everything is skin deep",
460,"It goes on forever along the shoreline It never will end on the shores of my mind I travel along'til the sleep takes me in Where have I ended, where do I begin? Sand blankets are littered with stones whipped across Dead things in the water, forgotten or lost The branches have surfaced and now they are lean The trees have washed up here Stripped bare, and washed clean The waves kiss and gently caress on the shore Kissing and winking, and calling for more The waves like wagging tongues do adore And whisper there softly to the sand on the shore You would be nothing without me I could be nothing Said the waves to the sand I could be nothing without you Each ones shifts and weakens a little Neither aware just how much they are brittle Each one shifts and weakens a bit Allowing the other to live and exist O water and patience, pressure and time Cuts through the faces of rocks we have climbed The army of kisses, the lake never tires The kisses that can put out all of my fires You could be nothing without me I could be nothing Said the waves to the sand I could be nothing without you Without you, I would be nothing Without me, you could be nothing Said the waves to the sand I could be nothing without you",
461,,
462,,
463,"If you ever awake In the mirror of a bad dream And for a fraction of a second, You can't remember where you are Just open your window And follow your memories Upstream To the meadow in the mountain Where we counted every falling star I believe the light that shines on you Will shine on you forever (forever) And though I can't guarantee there's nothing scary Hidin' under your bed I'm gonna Stand guard Like the postcard Of the golden retriever And never leave 'Til I leave you With a sweet dream in your head I'm gonna watch you shine Gonna watch you grow Gonna paint a sign So you always know As long as one and one is two Ooh ooh There could never be a father Love his daughter more than I love you Trust your intuition It's just like going fishin' You cast your line and Hope you get a bite But you don't need to waste your time Worryin' about the marketplace Trying to help the human race Struggling to survive It's as harsh as night I'm gonna watch you shine Gonna watch you grow Gonna paint a sign So you always know As long as one and one is two Ooh ooh There could never be a father Love his daughter more than I love you I'm gonna watch you shine Gonna watch you grow Gonna paint a sign So you always know As long as one and one is two Ooh ooh There could never be a father Love his daughter more than I love you",
464,,
465,,
466,,
467,,
468,,
469,,
470,,
471,,
472,,
473,,
474,"It was one hundred degrees as we sat beneath a willow tree Whose tears didn't care they just hung in the air And refused to fall, to fall I knew I'd made a horrible call And now the state line felt like the Berlin wall And there was no doubt about which side I was on 'Cause I built you a home in my heart  With rotten wood that decayed from the start 'Cause you can't find nothing at all  If there was nothing there all along No, you can't find nothing at all  If there was nothing there all along I braved treacherous streets And kids strung out on homemade speed And we shared a bed in which I could not sleep at all 'Cause at night, the sun in retreat Made the skyline look like crooked teeth In the mouth of a man who was devouring us both You're so cute when you're slurring your speech But they're closing the bar  And they want us to leave And you can't find nothing at all  If there was nothing there all along No, you can't find nothing at all  If there was nothing there all along I'm the war of head versus heart And it's always this way My head is weak, my heart always speaks Before I know what it will say And you can't find nothing at all  If there was nothing there all along No, you can't find nothing at all  If there was nothing there all along And you can't find nothing at all  If there was nothing there all along There were churches, theme parks and malls There was nothing there all along",
475,,
476,,
477,,
478,,
479,,
480,,
481,"My stupid mouth Has got me in trouble I said too much again To a date over dinner yesterday And I could see She was offended She said ""well anyway"" Just dying for a subject change Oh, another social casualty Score one more for me How could I forget? Mama said ""think before speaking"" No filter in my head Oh, what's a boy to do I guess he better find one soon We bit our lips She looked out the window Rolling tiny balls of napkin paper I played a quick game of chess with the salt and pepper shaker And I could see clearly An indelible line was drawn Between what was good, what just slipped out and what went wrong Oh, the way she feels about me has changed Thanks for playing, try again. How could I forget? Mama said ""think before speaking"" No filter in my head Oh, what's a boy to do I guess he better find one I'm never speaking up again It only hurts me I'd rather be a mystery Than she desert me Oh I'm never speaking up again Starting now One more thing Why is it my fault? So maybe I try too hard But it's all because of this desire I just want to be liked I just want to be funny Looks like the jokes on me So call me captain backfire I'm never speaking up again It only hurts me I'd rather be a mystery Than she desert me Oh I'm never speaking up again Starting now",
482,"Is this the real life? Is this just fantasy? Caught in a landslide No escape from reality Open your eyes Look up to the skies and see I'm just a poor boy, I need no sympathy Because I'm easy come, easy go A little high, little low Anyway the wind blows, doesn't really matter to me, to me Mama, just killed a man Put a gun against his head Pulled my trigger, now he's dead Mama, life had just begun But now I've gone and thrown it all away Mama, ooo Didn't mean to make you cry If I'm not back again this time tomorrow Carry on, carry on, as if nothing really matters Too late, my time has come Sends shivers down my spine Body's aching all the time Goodbye everybody I've got to go Gotta leave you all behind and face the truth Mama, ooo (anyway the wind blows) I don't want to die I sometimes wish I'd never been born at all I see a little silhouetto of a man Scaramouch, scaramouch will you do the fandango Thunderbolt and lightning very very frightening me Gallileo, Gallileo, Gallileo, Gallileo, Gallileo Figaro - magnifico But I'm just a poor boy and nobody loves me He's just a poor boy from a poor family Spare him his life from this monstrosity Easy come easy go will you let me go Bismillah! No we will not let you go - let him go Bismillah! We will not let you go - let him go Bismillah! We will not let you go let me go Will not let you go let me go (never) Never let you go let me go Never let me go ooo No, no, no, no, no, no, no Oh mama mia, mama mia, mama mia let me go Beelzebub has a devil put aside for me For me For me So you think you can stone me and spit in my eye So you think you can love me and leave me to die Oh baby, can't do this to me baby Just gotta get out just gotta get right outta here Ooh yeah, ooh yeah Nothing really matters Anyone can see Nothing really matters nothing really matters to me Anyway the wind blows",
483,,
484,,
485,Travelling swallowing Dramamine Feeling spaced breathing out Listerine I'd said what I'd said that I'd tell ya And that you'd killed the better part of me If you could just milk it for everything I've said what I'd said and you know what I mean But I still can't focus on anything We kiss on the mouth but still cough down our sleeves Travelling swallowing Dramamine Look at your face like you're killed in a dream And you think you've figured out everything I think I know my geography pretty damn well You say what you need so you'll get more If you could just milk it for everything I've said what I said and you know what I mean But I can't still focus on anything,
486,"I held onto you for as long as I could But today, you fell away Now what I hold are the memories we barely made I stood on the edge of your bridge Until I felt the rain push me away My confusion left me fast as the vertigo came What I believed to be true It was only a dream that lived in me I just projected it over your beautiful screen I self medicated my way Through this mess that we made So I could stay, there was nothing but I waited, I waited This was my mistake Broken are plans we made So I will be traveling any place 'Cause anywhere's better than Here we rest in peace Rubble beneath my feet I shouldn't have followed you anywhere 'Cause anywhere's better than here Where is the space I could move? Where could I rest my head? There's nothing left for me here It's hard to leave behind The one thing that made me feel alive So I slide from paranoid to paradise This was my mistake Broken are plans we made So I will be traveling any place 'Cause anywhere's better than here This was my mistake Broken are plans we made Here we rest in peace Rubble beneath my feet I shouldn't have followed you anywhere 'Cause anywhere's better than here",
487,,
488,,
489,"All of the boys and the girls here in Paris Sing to the night without sight but with madness I can't keep up, I'm a wreck but I want it Tell me the truth, is it love or just Paris? All of the boys and the girls here in Paris Sing to the night without sight but with madness I can't keep up, I'm a wreck but I want it Tell me the truth, is it love or just Paris? My heart is yearning but Paris is burning Paris is burning all night long My heart is dreaming but Paris is screaming Paris is screaming all night long My heart is yearning but Paris is burning Paris is burning all night long My heart is dreaming but Paris is screaming Paris is screaming all night long Kids in the street drinking wine, on the sidewalk Saving the plans that we made, 'til it's night time Give me your glass, it's your last, you're too wasted Get me one too, 'cause I'm due any tasting Kids in the street drinking wine, on the sidewalk Saving the plans that we made, 'til it's night time Give me your glass, it's your last, you're too wasted Get me one too, 'cause I'm due any tasting My heart is yearning but Paris is burning Paris is burning all night long My heart is dreaming but Paris is screaming Paris is screaming all night long My heart is yearning but Paris is burning Paris is burning all night long My heart is dreaming but Paris is screaming Paris is screaming all night long I've lost my way, it's hard to find it through I see the night but I'm lost outside of you I've lost my way, it's hard to find it through I see the night but I'm lost outside of you My heart is yearning, but Paris is burning Paris is burning all night long My heart is dreaming, but Paris is screaming Paris is screaming all night long My heart is yearning, but Paris is burning Paris is burning all night long My heart is dreaming, but Paris is screaming Paris is screaming all night long I've lost my way, it's hard to find it through I see the night, but I'm lost outside of you I've lost my way, it's hard to find it through I see the night, but I'm lost outside of you I've lost my way, it's hard to find it through I see the night, but I'm lost outside of you I've lost my way, it's hard to find it through I see the night, but I'm lost outside of you",
490,"I'll find a way to see you again I used to think that anything I'd do Wouldn't matter at all anyway But now I find that when it comes to you I'm the winner of cards I can't play Wait for me Darling, I need you desperately here And I'll find a way to see you again The rain is like an orchestra to me Little gifts from above meant to say Girl, you falling at his feet Isn't lovely or stunning today Wait for me I'm alive when you're here with me, stay And I'll find a way to see you again Why do the street lamps die When you're passing by Like a band that won't stay on my shoulder tonight? If you held me close, would you laugh it away? Would you dare the glance that I steal to stay? And I'll find a way to see you again The rain will bring me down",
491,"There's someone down below, blowing you a kiss They watch from their windows As all arms fall to their sides And all eyes fix on the death of tomorrow And you found everything you need To make a life complete Completely revolting and they have safety and relief For sale down the street I see you in line every day You had time to waste and I'm not sorry Such a basket case, hide the cutlery I had time to kill it's dead and buried You've got guts to spill but no one trustworthy These creatures are waking up in these dark trees Waiting like vultures Eyes roll back turn white in time to feed They salivate with hunger For you and everything they need To make a death complete Completely unnatural and salvation lies Behind those dead eyes that watch you while you sleep every night and You had time to waste and I'm not sorry Such a basket case, hide the cutlery I had time to kill it's dead and buried You've got guts to spill but no one trustworthy You had time to waste and I'm not sorry Such a basket case, hide the cutlery I had time to kill it's dead and buried You've got guts to spill but no one trustworthy","I gave up on you a long time ago How can you blame me? We made plans to meet and you never showed You kept me waiting They said everything would work out just fine They said you'd help me But as it turns out it was all a lie And they're off someplace far away laughing at me You've been there for me one time in my life But it didn't matter You came and went so fast all my hope And faith in you shattered And now here I sit alone in this room No one to confide in You watched all my dreams come apart at the seams You laughed, you left, you waited in hiding Bless me dark father I have sinned I've done it before and I'll do it again 'Cause it keeps me warm, and makes you smile Been beneath me all the while Hell yes You gave up on me along time ago I can't say I blame you I rejected the faith in your holy rays Is what it comes down to They said everything would work out just fine I just went crazy But I'm better now having a good time Being selfish, and drunken, and vulgar, and lazy Bless me dark father I have sinned I've done it before and I'll do it again 'cause it keeps me warm, and makes you smile Been beneath me all the while Bless me dark father I can't win Without you I'm as good as dead 'Cause you keep me warm, you make me smile You've been on my shoulder all the while Whispering sweet nothings Whispering sweet nothings Whispering sweet nothings You've been whispering sweet nothings"
492,"Hear your heartbeat Beat a frantic pace And it's not even seven AM You're feeling the rush of anguish settling You cannot help showing them in Hurry up then Or you'll fall behind and They will take control of you And you need to heal the hurt behind your eyes Fickle words crowding your mind So Sleep, sugar, let your dreams flood in Like waves of sweet fire, you're safe within Sleep, sweetie, let your floods come rushing in And carry you over to a new morning Try as you might You try to give it up Seems to be holding on fast It's hand in your hand A shadow over you A beggar for soul in your face Still it don't mater if you won't listen If you won't let them follow you You just need to heal Make good all your lies Move on and don't look behind So Sleep, sugar, let your dreams flood in Like waves of sweet fire, you're safe within Sleep, sweetie, let your floods come rushing in And carry you over to a new morning Day after day Fickle visions messing with your head Fickle, vicious Sleeping in your bed Messing with your head Fickle visions Fickle, vicious Sleep, sugar, let your dreams flood in Like waves of sweet fire, you're safe within Sleep, sweetie, let your floods come rushing in And carry you over to a new morning",
493,,
